,rgb_path,mask_path,dataset
1893,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_843.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_843.tif,solafune
903,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1810.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1810.tif,solafune
1056,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1949.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1949.tif,solafune
1665,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_638.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_638.tif,solafune
301,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1269.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1269.tif,solafune
2031,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_968.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_968.tif,solafune
1830,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_787.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_787.tif,solafune
145,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1128.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1128.tif,solafune
1938,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_884.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_884.tif,solafune
1471,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_463.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_463.tif,solafune
1707,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_676.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_676.tif,solafune
88,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1077.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1077.tif,solafune
988,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1888.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1888.tif,solafune
195,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1173.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1173.tif,solafune
103,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1090.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1090.tif,solafune
1146,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_2029.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_2029.tif,solafune
1675,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_647.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_647.tif,solafune
1755,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_719.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_719.tif,solafune
2019,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_957.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_957.tif,solafune
1141,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_2024.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_2024.tif,solafune
138,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1121.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1121.tif,solafune
2024,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_961.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_961.tif,solafune
1018,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1914.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1914.tif,solafune
954,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1857.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1857.tif,solafune
1072,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1963.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1963.tif,solafune
1482,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_473.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_473.tif,solafune
345,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1308.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1308.tif,solafune
20,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1015.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1015.tif,solafune
1745,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_71.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_71.tif,solafune
1386,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_387.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_387.tif,solafune
1881,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_832.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_832.tif,solafune
1195,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_214.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_214.tif,solafune
1997,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_937.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_937.tif,solafune
1193,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_212.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_212.tif,solafune
827,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1742.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1742.tif,solafune
1535,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_520.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_520.tif,solafune
178,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1158.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1158.tif,solafune
820,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1736.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1736.tif,solafune
876,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1787.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1787.tif,solafune
1243,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_258.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_258.tif,solafune
4,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1000.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1000.tif,solafune
257,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1229.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1229.tif,solafune
1261,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_274.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_274.tif,solafune
1128,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_2012.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_2012.tif,solafune
776,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1697.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1697.tif,solafune
916,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1822.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1822.tif,solafune
1346,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_350.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_350.tif,solafune
1249,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_263.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_263.tif,solafune
165,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1146.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1146.tif,solafune
1143,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_2026.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_2026.tif,solafune
939,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1843.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1843.tif,solafune
996,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1895.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1895.tif,solafune
1078,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1969.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1969.tif,solafune
2051,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_986.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_986.tif,solafune
472,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1422.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1422.tif,solafune
1062,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_1954.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_1954.tif,solafune
1973,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/s2_image/train_s2_image_915.tif,/home/sebastien/Documents/projects/solafune-solar-panel-detection/data/train/mask/train_mask_915.tif,solafune
